Gender, Age, Debt, Married_status, BankCustomer, EducationLevel, Ethnicity, YearsEmployed, NoPriorDefault, Employed, CreditScore, DriversLicense, Citizen, ZipCode, Income,Tweet,ApprovalStatus
a,57.08,0.335,u,g,i,bb,1,t,f,0,t,g,252,2197,#Google releases #ARCore in response to #iOS #ARKit - https://t.co/GjIdPlfVgk #Android $GOOG $APPL #AR https://t.co/sT9yBkEIHl,-
a,55.75,7.08,u,g,k,h,6.75,t,t,3,t,g,100,50,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
b,43.25,25.21,u,g,q,h,0.21,t,t,1,f,g,760,90,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
a,25.33,2.085,u,g,c,h,2.75,t,f,0,t,g,360,1,Apple Pivots Self-Driving Car Plan $AAPL $GOOG $GM $INTC https://t.co/DR9mE3cI0E,-
a,24.58,0.67,u,g,aa,h,1.75,t,f,0,f,g,400,0,#Alexa and #Cortana will be able to work together in #smartHome setting - https://t.co/ktwQO6u4EH #voiceAssistance #AI $GOOG $MSFT,-
b,43.17,2.25,u,g,i,bb,0.75,t,f,0,f,g,560,0,"Tech Stocks Have A Part In Most Portfolios, But Should Be Balanced Out https://t.co/DPIewjSLIR - $AAPL $MSFT $FB $GOOG $INTC $NVDA",-
b,40.92,0.835,u,g,ff,ff,0,t,f,0,f,g,130,1,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/Uhex0wJENx,-
b,31.83,2.5,u,g,aa,v,7.5,t,f,0,t,g,523,0,"$GOOG, $GOOG - Investors Sell Alphabet Inc. #GOOG on Strength #GOOG https://t.co/Hv0pVZHO3r",-
a,33.92,1.585,y,p,ff,ff,0,t,f,0,f,g,320,0,"$GOOG, $GOOG - Investors Sell Alphabet Inc. #GOOG on Strength #GOOG https://t.co/rjNs8xJZzE",-
a,24.92,1.25,u,g,ff,ff,0,t,f,0,f,g,80,0,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/1gg2I1netu,-
b,35.25,3.165,u,g,x,h,3.75,t,f,0,t,g,680,0,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/Ia4jroGkVI,-
b,34.25,1.75,u,g,w,bb,0.25,t,f,0,t,g,163,0,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/H4RHp03CMu,-
b,80.25,5.5,u,g,?,?,0.54,t,f,0,f,g,0,340,"1994: ""Today Show"": ""What is the Internet, Anyway?"" $FB $TWTR $GOOG $AAPL $GOOGL $PANW $FEYE $S $DIS $NFLX $KO $SPX https://t.co/XcaQrhNUMg",-
b,19.42,1.5,y,p,cc,v,2,t,f,0,t,g,100,20,RT @FASTGraphs: Searching For Alphabet's True Worth? Should We Google It? https://t.co/45H901ezqt $GOOGL $GOOG,-
b,42.75,3,u,g,i,bb,1,t,f,0,f,g,0,200,$WMT and $GOOG team up to fend off $AMZN  https://t.co/vpY15dLsAy,-
b,19.67,10,y,p,k,h,0.835,t,f,0,t,g,140,0,$GOOGL $GOOG:  Think Tank Fires Scholar Who Praised Large Antitrust Fine Against …:  https://t.co/LtLrTCUbF1,-
b,36.33,3.79,u,g,w,v,1.165,t,f,0,t,g,200,0,"RT @myTraderGang: 1994: ""Today Show"": ""What is the Internet, Anyway?"" $FB $TWTR $GOOG $AAPL $GOOGL $PANW $FEYE $S $DIS $NFLX $KO $SPX https…",-
b,30.08,1.04,y,p,i,bb,0.5,t,t,10,t,g,132,28,Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/DD8TU7BckW $AMZN $FB $GOOG $GOOGL $TWTR,-
b,44.25,11,y,p,d,v,1.5,t,f,0,f,s,0,0,Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/tKjX86BpIP $AMZN $FB $GOOG $GOOGL $TWTR,-
b,23.58,0.46,y,p,w,v,2.625,t,t,6,t,g,208,347,"RT SeekingAlpha ""Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/glYiqZtuHI $AMZN $FB $GOOG $GOOGL $TWTR""",-
b,23.92,1.5,u,g,d,h,1.875,t,t,6,f,g,200,327,"RT @TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/64uj4MlnOj https://t.co/CA8l7yk7ee",+
b,33.17,1,u,g,x,v,0.75,t,t,7,t,g,340,4071,"RT TopFiveTraders ""RT TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/KihV41NuA6 https://t.co/3j1V2LEeWl""",+
b,48.33,12,u,g,m,v,16,t,f,0,f,s,110,0,"RT TopFiveTraders ""RT TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/sALZE1mGUM https://t.co/MZ6RxUZ1vy""",+
b,76.75,22.29,u,g,e,z,12.75,t,t,1,t,g,0,109,RT @SAlphaTech: Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/tKjX86BpIP $AMZN $FB $GOOG $GOOGL $TWTR,+
b,51.33,10,u,g,i,bb,0,t,t,11,f,g,0,1249,$AAPL $AMZN $GOOG https://t.co/8zFCuMjCUj,+
b,34.75,15,u,g,r,n,5.375,t,t,9,t,g,0,134,"I've already reduced my Google spending by 32%, and it'll shrink more once my G Suite (Google for Work) licenses are up for renewal. $GOOG",+
b,38.58,3.335,u,g,w,v,4,t,t,14,f,g,383,1344,Adding more.... $GOOG to $1000+ $ASND to $35+ $BAC to $27+ $LOXO to $90+,+
a,22.42,11.25,y,p,x,h,0.75,t,t,4,f,g,0,321,RT @arnabch01: #HPC #AI #Robotics #IoT t enable  #adaptivemanufacturing go mainstream👍#EBIDTA $GOOG $MSFT $AAPL $GE $PFE $FB $PG $INTC $BA…,+
b,41.92,0.42,u,g,c,h,0.21,t,t,6,f,g,220,948,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,29.58,4.5,u,g,w,v,7.5,t,t,2,t,g,330,0,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
a,32.17,1.46,u,g,w,v,1.085,t,t,16,f,g,120,2079,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,51.42,0.04,u,g,x,h,0.04,t,f,0,f,g,0,3000,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
a,22.83,2.29,u,g,q,h,2.29,t,t,7,t,g,140,2384,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
a,25,12.33,u,g,cc,h,3.5,t,t,6,f,g,400,458,Commented on Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/UGYWLaFXHZ $AMZN $FB $GOOG $GOOGL $TWTR,+
b,26.75,1.125,u,g,x,h,1.25,t,f,0,f,g,0,5298,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,+
b,23.33,1.5,u,g,c,h,1.415,t,f,0,f,g,422,200,"RT @myTraderGang: 1994: ""Today Show"": ""What is the Internet, Anyway?"" $FB $TWTR $GOOG $AAPL $GOOGL $PANW $FEYE $S $DIS $NFLX $KO $SPX https…",+
b,24.42,12.335,u,g,q,h,1.585,t,f,0,t,g,120,0,Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/DD8TU7BckW $AMZN $FB $GOOG $GOOGL $TWTR,+
b,42.17,5.04,u,g,q,h,12.75,t,f,0,t,g,92,0,Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/tKjX86BpIP $AMZN $FB $GOOG $GOOGL $TWTR,+
a,20.83,3,u,g,aa,v,0.04,t,f,0,f,g,100,0,"RT SeekingAlpha ""Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/glYiqZtuHI $AMZN $FB $GOOG $GOOGL $TWTR""",+
b,23.08,11.5,u,g,w,h,2.125,t,t,11,t,g,290,284,"RT @TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/64uj4MlnOj https://t.co/CA8l7yk7ee",+
a,25.17,2.875,u,g,x,h,0.875,t,f,0,f,g,360,0,"RT TopFiveTraders ""RT TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/KihV41NuA6 https://t.co/3j1V2LEeWl""",+
b,43.08,0.375,y,p,c,v,0.375,t,t,8,t,g,300,162,"RT TopFiveTraders ""RT TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/sALZE1mGUM https://t.co/MZ6RxUZ1vy""",+
a,35.75,0.915,u,g,aa,v,0.75,t,t,4,f,g,0,1583,RT @SAlphaTech: Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/tKjX86BpIP $AMZN $FB $GOOG $GOOGL $TWTR,+
b,59.5,2.75,u,g,w,v,1.75,t,t,5,t,g,60,58,$AAPL $AMZN $GOOG https://t.co/8zFCuMjCUj,+
b,21,3,y,p,d,v,1.085,t,t,8,t,g,160,1,"I've already reduced my Google spending by 32%, and it'll shrink more once my G Suite (Google for Work) licenses are up for renewal. $GOOG",+
b,21.92,0.54,y,p,x,v,0.04,t,t,1,t,g,840,59,Adding more.... $GOOG to $1000+ $ASND to $35+ $BAC to $27+ $LOXO to $90+,+
a,65.17,14,u,g,ff,ff,0,t,t,11,t,g,0,1400,RT @arnabch01: #HPC #AI #Robotics #IoT t enable  #adaptivemanufacturing go mainstream👍#EBIDTA $GOOG $MSFT $AAPL $GE $PFE $FB $PG $INTC $BA…,+
a,20.33,10,u,g,c,h,1,t,t,4,f,g,50,1465,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,32.25,0.165,y,p,c,h,3.25,t,t,1,t,g,432,8000,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,30.17,0.5,u,g,c,v,1.75,t,t,11,f,g,32,540,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,25.17,6,u,g,c,v,1,t,t,3,f,g,0,0,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,39.17,1.625,u,g,c,v,1.5,t,t,10,f,g,186,4700,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,39.08,6,u,g,m,v,1.29,t,t,5,t,g,108,1097,Commented on Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/UGYWLaFXHZ $AMZN $FB $GOOG $GOOGL $TWTR,+
b,31.67,0.83,u,g,x,v,1.335,t,t,8,t,g,303,3290,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,+
b,41,0.04,u,g,e,v,0.04,f,t,1,f,s,560,0,(Post)  Alphabet Demonstrates The ABC’s Of Trendlines - via @YahooFinance $GOOG $GOOGL https://t.co/RMnUCJ5DwF https://t.co/NH0fvUG82V,+
b,48.5,4.25,u,g,m,v,0.125,t,f,0,t,g,225,0,has anyone tried this? i've been getting in on some great trades from it https://t.co/3aUTOm9n0w $AMZN $ALT $GOOG https://t.co/BRxHrxSoQR,+
b,32.67,9,y,p,w,h,5.25,t,f,0,t,g,154,0,(PREMIUM) Outlining our trade strategy in $GOOG incl key levels of support &amp; resistance - via The Lyons Share $GOOGL https://t.co/BBKmhoKoYs,+
a,28.08,15,y,p,e,z,0,t,f,0,f,g,0,13212,$GOOG Bulls are poised for higher trading. -  - Google Inc. https://t.co/QyUkH8k7Z9,+
b,73.42,17.75,u,g,ff,ff,0,t,f,0,t,g,0,0,$GOOG Bulls are poised for higher trading. -  - Google Inc. https://t.co/9pDnXqWItK https://t.co/QgNGMKlM1Z,+
b,64.08,20,u,g,x,h,17.5,t,t,9,t,g,0,1000,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,51.58,15,u,g,c,v,8.5,t,t,9,f,g,0,0,RT @JLyonsFundMgmt: (PREMIUM) Outlining our trade strategy in $GOOG incl key levels of support &amp; resistance - via The Lyons Share $GOOGL ht…,+
b,26.67,1.75,y,p,c,v,1,t,t,5,t,g,160,5777,"RT SeekingAlpha ""Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/glYiqZtuHI $AMZN $FB $GOOG $GOOGL $TWTR""",+
b,25.33,0.58,u,g,c,v,0.29,t,t,7,t,g,96,5124,"RT @TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/64uj4MlnOj https://t.co/CA8l7yk7ee",+
b,30.17,6.5,u,g,cc,v,3.125,t,t,8,f,g,330,1200,"RT TopFiveTraders ""RT TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/KihV41NuA6 https://t.co/3j1V2LEeWl""",+
b,27,0.75,u,g,c,h,4.25,t,t,3,t,g,312,150,"RT TopFiveTraders ""RT TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/sALZE1mGUM https://t.co/MZ6RxUZ1vy""",+
b,23.17,0,?,?,?,?,0,f,f,0,f,p,?,0,RT @SAlphaTech: Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/tKjX86BpIP $AMZN $FB $GOOG $GOOGL $TWTR,+
b,34.17,5.25,u,g,w,v,0.085,f,f,0,t,g,290,6,$AAPL $AMZN $GOOG https://t.co/8zFCuMjCUj,+
b,38.67,0.21,u,g,k,v,0.085,t,f,0,t,g,280,0,"I've already reduced my Google spending by 32%, and it'll shrink more once my G Suite (Google for Work) licenses are up for renewal. $GOOG",+
b,25.75,0.75,u,g,c,bb,0.25,t,f,0,f,g,349,23,Adding more.... $GOOG to $1000+ $ASND to $35+ $BAC to $27+ $LOXO to $90+,+
a,46.08,3,u,g,c,v,2.375,t,t,8,t,g,396,4159,RT @arnabch01: #HPC #AI #Robotics #IoT t enable  #adaptivemanufacturing go mainstream👍#EBIDTA $GOOG $MSFT $AAPL $GE $PFE $FB $PG $INTC $BA…,+
a,21.5,6,u,g,aa,v,2.5,t,t,3,f,g,80,918,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
?,20.08,0.125,u,g,q,v,1,f,t,1,f,g,240,768,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
b,20.5,2.415,u,g,c,v,2,t,t,11,t,g,200,3000,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
a,29.5,0.46,u,g,k,v,0.54,t,t,4,f,g,380,500,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,+
?,42.25,1.75,y,p,?,?,0,f,f,0,t,g,150,1,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
b,29.83,1.25,y,p,k,v,0.25,f,f,0,f,g,224,0,Commented on Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/UGYWLaFXHZ $AMZN $FB $GOOG $GOOGL $TWTR,-
b,20.08,0.25,u,g,q,v,0.125,f,f,0,f,g,200,0,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
b,23.42,0.585,u,g,c,h,0.085,t,f,0,f,g,180,0,(Post)  Alphabet Demonstrates The ABC’s Of Trendlines - via @YahooFinance $GOOG $GOOGL https://t.co/RMnUCJ5DwF https://t.co/NH0fvUG82V,-
a,29.58,1.75,y,p,k,v,1.25,f,f,0,t,g,280,0,has anyone tried this? i've been getting in on some great trades from it https://t.co/3aUTOm9n0w $AMZN $ALT $GOOG https://t.co/BRxHrxSoQR,-
b,16.17,0.04,u,g,c,v,0.04,f,f,0,f,g,0,0,(PREMIUM) Outlining our trade strategy in $GOOG incl key levels of support &amp; resistance - via The Lyons Share $GOOGL https://t.co/BBKmhoKoYs,+
b,32.33,3.5,u,g,k,v,0.5,f,f,0,t,g,232,0,$GOOG Bulls are poised for higher trading. -  - Google Inc. https://t.co/QyUkH8k7Z9,-
b,?,0.04,y,p,d,v,4.25,f,f,0,t,g,460,0,$GOOG Bulls are poised for higher trading. -  - Google Inc. https://t.co/9pDnXqWItK https://t.co/QgNGMKlM1Z,-
b,47.83,4.165,u,g,x,bb,0.085,f,f,0,t,g,520,0,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
b,20,1.25,y,p,k,v,0.125,f,f,0,f,g,140,4,RT @JLyonsFundMgmt: (PREMIUM) Outlining our trade strategy in $GOOG incl key levels of support &amp; resistance - via The Lyons Share $GOOGL ht…,-
b,27.58,3.25,y,p,q,h,5.085,f,t,2,t,g,369,1,RT @Contrahour: @gmorgenson @AlderLaneeggs New motto: Don't be &lt;blatantly&gt; evil. $GOOG https://t.co/fHPBJgFCPg,-
b,22,0.79,u,g,w,v,0.29,f,t,1,f,g,420,283,RT @arnabch01: #Quantum #computing t revolutionize #AI #ML #bigdata #genomics #pharma #biotech #robotics $MSFT $GOOG $IBM #investor https:/…,-
b,19.33,10.915,u,g,c,bb,0.585,f,t,2,t,g,200,7,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
a,38.33,4.415,u,g,c,v,0.125,f,f,0,f,g,160,0,RT @arnabch01: Will advances in #AI #ML #robotics #nanotech #genomics #stemcell create selfish control freak Frankestein? $AMZN $FB $GOOG $…,-
b,29.42,1.25,u,g,c,h,0.25,f,t,2,t,g,400,108,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
b,22.67,0.75,u,g,i,v,1.585,f,t,1,t,g,400,9,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
b,32.25,14,y,p,ff,ff,0,f,t,2,f,g,160,1,RT @arnabch01: #HPC #AI #ML #BigData may soon enable #genome editing to generate single double-stand break at specific point in #DNA $GOOG…,-
b,29.58,4.75,u,g,m,v,2,f,t,1,t,g,460,68,RT @arnabch01: #HPC #AI #ML #BigData may soon enable #genome editing to generate single double-stand break at specific point in #DNA $GOOG…,-
b,18.42,10.415,y,p,aa,v,0.125,t,f,0,f,g,120,375,(Post)  Alphabet Demonstrates The ABC’s Of Trendlines - via @YahooFinance $GOOG $GOOGL https://t.co/RMnUCJ5DwF https://t.co/NH0fvUG82V,-
b,22.17,2.25,u,g,i,v,0.125,f,f,0,f,g,160,10,has anyone tried this? i've been getting in on some great trades from it https://t.co/3aUTOm9n0w $AMZN $ALT $GOOG https://t.co/BRxHrxSoQR,-
b,22.67,0.165,u,g,c,j,2.25,f,f,0,t,s,0,0,(PREMIUM) Outlining our trade strategy in $GOOG incl key levels of support &amp; resistance - via The Lyons Share $GOOGL https://t.co/BBKmhoKoYs,+
a,25.58,0,?,?,?,?,0,f,f,0,f,p,?,0,$GOOG Bulls are poised for higher trading. -  - Google Inc. https://t.co/QyUkH8k7Z9,+
b,18.83,0,u,g,q,v,0.665,f,f,0,f,g,160,1,$GOOG Bulls are poised for higher trading. -  - Google Inc. https://t.co/9pDnXqWItK https://t.co/QgNGMKlM1Z,-
b,21.58,0.79,y,p,cc,v,0.665,f,f,0,f,g,160,0,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
b,23.75,12,u,g,c,v,2.085,f,f,0,f,s,80,0,RT @JLyonsFundMgmt: (PREMIUM) Outlining our trade strategy in $GOOG incl key levels of support &amp; resistance - via The Lyons Share $GOOGL ht…,-
b,22,7.835,y,p,i,bb,0.165,f,f,0,t,g,?,0,RT @Contrahour: @gmorgenson @AlderLaneeggs New motto: Don't be &lt;blatantly&gt; evil. $GOOG https://t.co/fHPBJgFCPg,-
b,36.08,2.54,u,g,ff,ff,0,f,f,0,f,g,0,1000,RT @arnabch01: #Quantum #computing t revolutionize #AI #ML #bigdata #genomics #pharma #biotech #robotics $MSFT $GOOG $IBM #investor https:/…,-
b,29.25,13,u,g,d,h,0.5,f,f,0,f,g,228,0,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
a,19.58,0.665,u,g,w,v,1.665,f,f,0,f,g,220,5,RT @arnabch01: Will advances in #AI #ML #robotics #nanotech #genomics #stemcell create selfish control freak Frankestein? $AMZN $FB $GOOG $…,-
a,22.92,1.25,u,g,q,v,0.25,f,f,0,t,g,120,809,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
a,27.25,0.29,u,g,m,h,0.125,f,t,1,t,g,272,108,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
a,38.75,1.5,u,g,ff,ff,0,f,f,0,f,g,76,0,RT @arnabch01: #HPC #AI #ML #BigData may soon enable #genome editing to generate single double-stand break at specific point in #DNA $GOOG…,-
b,32.42,2.165,y,p,k,ff,0,f,f,0,f,g,120,0,RT @arnabch01: #HPC #AI #ML #BigData may soon enable #genome editing to generate single double-stand break at specific point in #DNA $GOOG…,-
a,23.75,0.71,u,g,w,v,0.25,f,t,1,t,g,240,4,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
b,18.17,2.46,u,g,c,n,0.96,f,t,2,t,g,160,587,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
b,40.92,0.5,y,p,m,v,0.5,f,f,0,t,g,130,0,RT @arnabch01: #HPC #AI #ML #BigData may soon enable #genome editing to generate single double-stand break at specific point in #DNA $GOOG…,-
b,19.5,9.585,u,g,aa,v,0.79,f,f,0,f,g,80,350,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
b,28.58,3.625,u,g,aa,v,0.25,f,f,0,t,g,100,0,RT @arnabch01: #investors massive bubble in #tech be careful $AAPL $GOOG $MSFT $AMZN $FB $NFLX $TSLA $CSCO $INTC $NVDA $ZNGA $ORCL $JD $MU…,-
b,35.58,0.75,u,g,k,v,1.5,f,f,0,t,g,231,0,RT @arnabch01: #CRISPR #Cas9 offers grt hope for #Glaucoma #opthalmology #AI $MSFT $GOOG $IBM $JNJ $PFE $NVS $GSK $SNY $MRK $ABBV $TEVA $AG…,-
b,34.17,2.75,u,g,i,bb,2.5,f,f,0,t,g,232,200,RT @arnabch01: #AI #ML #BigData #HPC #robotics #genomics #stemcell #research grt hope fr #ADHD #autism #neuroscience $MSFT $GOOG $AAPL $IBM…,-
?,33.17,2.25,y,p,cc,v,3.5,f,f,0,t,g,200,141,RT @arnabch01: #AI #ML #BigData #Robotics #IoT #research to propel #world #economy from threshold of scarcity to abundance $GOOG $AAPL $MSF…,-
b,31.58,0.75,y,p,aa,v,3.5,f,f,0,t,g,320,0,RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN…,-
a,52.5,7,u,g,aa,h,3,f,f,0,f,g,0,0,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
b,36.17,0.42,y,p,w,v,0.29,f,f,0,t,g,309,2,RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN…,-
b,37.33,2.665,u,g,cc,v,0.165,f,f,0,t,g,0,501,RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN…,-
a,20.83,8.5,u,g,c,v,0.165,f,f,0,f,g,0,351,RT @arnabch01: #HPC #AI #Robotics #IoT t enable  #adaptivemanufacturing go mainstream👍#EBIDTA $GOOG $MSFT $AAPL $GE $PFE $FB $PG $INTC $BA…,-
b,24.08,9,u,g,aa,v,0.25,f,f,0,t,g,0,0,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
b,25.58,0.335,u,g,k,h,3.5,f,f,0,t,g,340,0,"It's not over until you shame $AAPL &amp; $GOOG into submission—&amp; @getongab as well as other ""hate"" banned Apps are re-… https://t.co/cebU93FBHN",-
a,35.17,3.75,u,g,ff,ff,0,f,t,6,f,g,0,200,The Top 10 Holdings In Market's Top Large-Cap Fund https://t.co/ewBiMkFspO  $AAPL $MSFT $AMZN $JNJ $FB $XOM $BRK.B $JPM $GOOGL $GOOG,-
b,48.08,3.75,u,g,i,bb,1,f,f,0,f,g,100,2,RT @Crowd_indicator: 4 new questions have been just added! #cindicatorapp $AAPL $FB $MSFT $GOOG,-
a,15.83,7.625,u,g,q,v,0.125,f,t,1,t,g,0,160,"RT @Crowd_indicator: Will Alphabet stock close above $778.53 price on Monday, October 24? $GOOG",-
a,22.5,0.415,u,g,i,v,0.335,f,f,0,t,s,144,0,$GOOGL with ads on #FakeTraffic websites again violates the limits of morality in order to satisfy it's greedy shareholders. $goog,-
b,21.5,11.5,u,g,i,v,0.5,t,f,0,t,g,100,68,$GOOG Bulls are poised for higher trading. -  - Google Inc. https://t.co/QyUkH8k7Z9,-
a,23.58,0.83,u,g,q,v,0.415,f,t,1,t,g,200,11,$GOOG Bulls are poised for higher trading. -  - Google Inc. https://t.co/9pDnXqWItK https://t.co/QgNGMKlM1Z,-
a,21.08,5,y,p,ff,ff,0,f,f,0,f,g,0,0,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
